,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chr
AC004817.5,1.0539844,1.6214558540852857,3.714560059267363,0.43651356505596295,0.6624641594136995,,
AC004825.2,0.09965915,-0.12015233343330955,4.0075108839176234,-0.029981785929886786,0.9760815793628201,,
AC004825.3,0.30815694,-1.6698558309830094,1.5886585042896992,-1.0511106235066006,0.29320778545646875,,
AC004828.1,0.13265543,0.06767373551286604,3.8888068907597,0.017402184632429922,0.9861157663354471,,
AC004828.2,0.05380041,-0.6455289339888008,3.9420602317815625,-0.16375420364824372,0.8699246450948477,,
AC004830.2,0.7494696,0.7317677485090445,0.951691396782386,0.768912854506313,0.44194504585276784,,
AC004832.1,0.023538826,0.09359141804581922,3.9873027387913504,0.02347236319311663,0.9812734833865542,,
AC004834.1,0.24194692,1.2996553414479992,1.6617281778316013,0.7821106717609658,0.4341495355665089,,
AC004835.1,0.036422633,0.14993918253401503,3.98236890416796,0.037650751636064704,0.9699661426292924,,
AC004837.2,0.0,,,,,,
AC004837.4,0.27115518,0.9421743153895308,1.4744696340416135,0.6389920101690884,0.5228281296109147,,
AC004839.2,0.0,,,,,,
AC004846.1,0.08141067,0.43836321786878335,3.367822044450607,0.13016222712571904,0.8964380786732472,,
